,,PressureMeas_1m,,TAStat155_1m_1,,RHStat155_1m_1,,SRMeasQMS101R_1m,,PRMeasQMR101_1,,QFE_1m,,QNH_1m,,WS_1m,,WD_1m,,TGMeasQMT103_1m,
2/5/25 12:28:06 AM,VALID,1008.092,VALID,24.74,VALID,90.653,VALID,172.713,VALID,0.0,VALID,1008.092,VALID,1008.092,VALID,2.052,VALID,288.392,INVALID,0.0,
2/5/25 12:29:06 AM,VALID,1008.102,VALID,24.767,VALID,91.27,VALID,174.475,VALID,0.0,VALID,1008.102,VALID,1008.102,VALID,2.335,VALID,290.832,INVALID,0.0,
2/5/25 12:30:06 AM,VALID,1008.107,VALID,24.784,VALID,91.184,VALID,172.626,VALID,0.0,VALID,1008.107,VALID,1008.107,VALID,2.323,VALID,291.775,INVALID,0.0,
2/5/25 12:31:06 AM,VALID,1008.117,VALID,24.793,VALID,90.519,VALID,178.592,VALID,0.0,VALID,1008.117,VALID,1008.117,VALID,1.917,VALID,285.74,INVALID,0.0,
2/5/25 12:32:06 AM,VALID,1008.135,VALID,24.838,VALID,91.513,VALID,180.348,VALID,0.0,VALID,1008.135,VALID,1008.135,VALID,1.88,VALID,292.556,INVALID,0.0,
2/5/25 12:33:06 AM,VALID,1008.156,VALID,24.853,VALID,91.059,VALID,182.034,VALID,0.0,VALID,1008.156,VALID,1008.156,VALID,2.425,VALID,292.836,INVALID,0.0,
2/5/25 12:34:06 AM,VALID,1008.198,VALID,24.873,VALID,90.146,VALID,184.509,VALID,0.0,VALID,1008.198,VALID,1008.198,VALID,1.772,VALID,277.379,INVALID,0.0,
2/5/25 12:35:06 AM,VALID,1008.229,VALID,24.873,VALID,90.236,VALID,186.706,VALID,0.0,VALID,1008.229,VALID,1008.229,VALID,2.275,VALID,285.652,INVALID,0.0,
2/5/25 12:36:06 AM,VALID,1008.26,VALID,24.879,VALID,90.176,VALID,188.928,VALID,0.0,VALID,1008.26,VALID,1008.26,VALID,1.742,VALID,282.34,INVALID,0.0,
2/5/25 12:37:06 AM,VALID,1008.298,VALID,24.898,VALID,90.648,VALID,191.228,VALID,0.0,VALID,1008.298,VALID,1008.298,VALID,2.157,VALID,274.517,INVALID,0.0,
2/5/25 12:38:06 AM,VALID,1008.329,VALID,24.892,VALID,89.816,VALID,193.231,VALID,0.0,VALID,1008.329,VALID,1008.329,VALID,1.972,VALID,275.325,INVALID,0.0,
2/5/25 12:39:06 AM,VALID,1008.368,VALID,24.903,VALID,90.492,VALID,195.039,VALID,0.0,VALID,1008.368,VALID,1008.368,VALID,1.992,VALID,282.821,INVALID,0.0,
2/5/25 12:40:06 AM,VALID,1008.39,VALID,24.914,VALID,90.156,VALID,197.01,VALID,0.0,VALID,1008.39,VALID,1008.39,VALID,2.272,VALID,288.835,INVALID,0.0,
2/5/25 12:41:06 AM,VALID,1008.416,VALID,24.937,VALID,90.113,VALID,198.97,VALID,0.0,VALID,1008.416,VALID,1008.416,VALID,2.391,VALID,279.84,INVALID,0.0,
2/5/25 12:42:06 AM,VALID,1008.423,VALID,24.947,VALID,89.89,VALID,200.769,VALID,0.0,VALID,1008.423,VALID,1008.423,VALID,2.249,VALID,277.907,INVALID,0.0,
2/5/25 12:43:06 AM,VALID,1008.437,VALID,24.966,VALID,90.33,VALID,202.588,VALID,0.0,VALID,1008.437,VALID,1008.437,VALID,1.944,VALID,275.762,INVALID,0.0,
2/5/25 12:44:06 AM,VALID,1008.451,VALID,24.973,VALID,90.27,VALID,204.368,VALID,0.0,VALID,1008.451,VALID,1008.451,VALID,2.633,VALID,273.826,INVALID,0.0,
2/5/25 12:45:06 AM,VALID,1008.463,VALID,24.964,VALID,89.876,VALID,206.729,VALID,0.0,VALID,1008.463,VALID,1008.463,VALID,2.198,VALID,279.087,INVALID,0.0,
2/5/25 12:46:06 AM,VALID,1008.475,VALID,24.982,VALID,90.367,VALID,208.78,VALID,0.0,VALID,1008.475,VALID,1008.475,VALID,2.635,VALID,287.948,INVALID,0.0,
2/5/25 12:47:06 AM,VALID,1008.471,VALID,25.007,VALID,90.351,VALID,210.655,VALID,0.0,VALID,1008.471,VALID,1008.471,VALID,2.489,VALID,288.639,INVALID,0.0,
2/5/25 12:48:06 AM,VALID,1008.462,VALID,25.032,VALID,89.983,VALID,212.187,VALID,0.0,VALID,1008.462,VALID,1008.462,VALID,2.269,VALID,283.408,INVALID,0.0,
2/5/25 12:49:06 AM,VALID,1008.465,VALID,25.066,VALID,90.317,VALID,213.603,VALID,0.0,VALID,1008.465,VALID,1008.465,VALID,1.56,VALID,277.751,INVALID,0.0,
2/5/25 12:50:06 AM,VALID,1008.474,VALID,25.08,VALID,90.46,VALID,214.895,VALID,0.0,VALID,1008.474,VALID,1008.474,VALID,1.382,VALID,280.145,INVALID,0.0,
2/5/25 12:51:06 AM,VALID,1008.468,VALID,25.074,VALID,90.168,VALID,216.119,VALID,0.0,VALID,1008.468,VALID,1008.468,VALID,2.258,VALID,292.185,INVALID,0.0,
2/5/25 12:52:06 AM,VALID,1008.463,VALID,25.088,VALID,89.89,VALID,218.078,VALID,0.0,VALID,1008.463,VALID,1008.463,VALID,1.905,VALID,282.909,INVALID,0.0,
2/5/25 12:53:06 AM,VALID,1008.478,VALID,25.115,VALID,90.254,VALID,219.443,VALID,0.0,VALID,1008.478,VALID,1008.478,VALID,1.858,VALID,283.842,INVALID,0.0,
2/5/25 12:54:06 AM,VALID,1008.503,VALID,25.148,VALID,90.157,VALID,220.344,VALID,0.0,VALID,1008.503,VALID,1008.503,VALID,1.921,VALID,277.348,INVALID,0.0,
2/5/25 12:55:06 AM,VALID,1008.543,VALID,25.164,VALID,90.104,VALID,221.75,VALID,0.0,VALID,1008.543,VALID,1008.543,VALID,2.035,VALID,266.428,INVALID,0.0,
2/5/25 12:56:06 AM,VALID,1008.562,VALID,25.169,VALID,90.08,VALID,222.691,VALID,0.0,VALID,1008.562,VALID,1008.562,VALID,1.648,VALID,276.451,INVALID,0.0,
2/5/25 12:57:06 AM,VALID,1008.605,VALID,25.167,VALID,90.14,VALID,224.084,VALID,0.0,VALID,1008.605,VALID,1008.605,VALID,2.677,VALID,265.573,INVALID,0.0,
2/5/25 12:58:06 AM,VALID,1008.638,VALID,25.146,VALID,89.112,VALID,226.422,VALID,0.0,VALID,1008.638,VALID,1008.638,VALID,2.64,VALID,273.796,INVALID,0.0,
2/5/25 12:59:06 AM,VALID,1008.675,VALID,25.154,VALID,89.579,VALID,229.156,VALID,0.0,VALID,1008.675,VALID,1008.675,VALID,2.781,VALID,283.555,INVALID,0.0,
2/5/25 1:00:06 AM,VALID,1008.694,VALID,25.157,VALID,89.075,VALID,231.881,VALID,0.0,VALID,1008.694,VALID,1008.694,VALID,2.184,VALID,277.979,INVALID,0.0,
2/5/25 1:01:06 AM,VALID,1008.717,VALID,25.16,VALID,89.676,VALID,234.019,VALID,0.0,VALID,1008.717,VALID,1008.717,VALID,1.854,VALID,275.352,INVALID,0.0,
2/5/25 1:02:06 AM,VALID,1008.728,VALID,25.153,VALID,89.171,VALID,236.447,VALID,0.0,VALID,1008.728,VALID,1008.728,VALID,1.655,VALID,280.287,INVALID,0.0,
2/5/25 1:03:06 AM,VALID,1008.751,VALID,25.165,VALID,89.042,VALID,238.536,VALID,0.0,VALID,1008.751,VALID,1008.751,VALID,2.258,VALID,288.274,INVALID,0.0,
2/5/25 1:04:06 AM,VALID,1008.766,VALID,25.178,VALID,89.308,VALID,240.477,VALID,0.0,VALID,1008.766,VALID,1008.766,VALID,1.53,VALID,270.423,INVALID,0.0,
2/5/25 1:05:06 AM,VALID,1008.782,VALID,25.205,VALID,89.799,VALID,242.094,VALID,0.0,VALID,1008.782,VALID,1008.782,VALID,1.6,VALID,282.699,INVALID,0.0,
2/5/25 1:06:06 AM,VALID,1008.807,VALID,25.224,VALID,89.327,VALID,243.569,VALID,0.0,VALID,1008.807,VALID,1008.807,VALID,2.274,VALID,281.841,INVALID,0.0,
2/5/25 1:07:06 AM,VALID,1008.822,VALID,25.238,VALID,89.209,VALID,242.336,VALID,0.0,VALID,1008.822,VALID,1008.822,VALID,2.782,VALID,288.244,INVALID,0.0,
2/5/25 1:08:06 AM,VALID,1008.828,VALID,25.235,VALID,88.556,VALID,247.717,VALID,0.0,VALID,1008.828,VALID,1008.828,VALID,2.338,VALID,283.575,INVALID,0.0,
2/5/25 1:09:06 AM,VALID,1008.828,VALID,25.257,VALID,89.037,VALID,250.119,VALID,0.0,VALID,1008.828,VALID,1008.828,VALID,2.418,VALID,282.466,INVALID,0.0,
2/5/25 1:10:06 AM,VALID,1008.835,VALID,25.293,VALID,89.243,VALID,252.699,VALID,0.0,VALID,1008.835,VALID,1008.835,VALID,1.393,VALID,282.327,INVALID,0.0,
2/5/25 1:11:06 AM,VALID,1008.86,VALID,25.302,VALID,88.75,VALID,253.62,VALID,0.0,VALID,1008.86,VALID,1008.86,VALID,1.688,VALID,291.372,INVALID,0.0,
2/5/25 1:12:06 AM,VALID,1008.864,VALID,25.316,VALID,89.021,VALID,255.046,VALID,0.0,VALID,1008.864,VALID,1008.864,VALID,2.016,VALID,300.202,INVALID,0.0,
2/5/25 1:13:06 AM,VALID,1008.876,VALID,25.361,VALID,90.015,VALID,256.833,VALID,0.0,VALID,1008.876,VALID,1008.876,VALID,2.085,VALID,291.765,INVALID,0.0,
2/5/25 1:14:06 AM,VALID,1008.887,VALID,25.372,VALID,88.671,VALID,258.319,VALID,0.0,VALID,1008.887,VALID,1008.887,VALID,2.102,VALID,290.915,INVALID,0.0,
2/5/25 1:15:06 AM,VALID,1008.886,VALID,25.377,VALID,88.225,VALID,259.454,VALID,0.0,VALID,1008.886,VALID,1008.886,VALID,2.255,VALID,284.893,INVALID,0.0,
2/5/25 1:16:06 AM,VALID,1008.889,VALID,25.391,VALID,88.619,VALID,260.905,VALID,0.0,VALID,1008.889,VALID,1008.889,VALID,1.509,VALID,276.913,INVALID,0.0,
2/5/25 1:17:06 AM,VALID,1008.889,VALID,25.453,VALID,90.081,VALID,261.631,VALID,0.0,VALID,1008.889,VALID,1008.889,VALID,1.424,VALID,283.409,INVALID,0.0,
2/5/25 1:18:06 AM,VALID,1008.884,VALID,25.483,VALID,88.021,VALID,262.484,VALID,0.0,VALID,1008.884,VALID,1008.884,VALID,2.337,VALID,281.232,INVALID,0.0,
2/5/25 1:19:06 AM,VALID,1008.898,VALID,25.481,VALID,88.203,VALID,263.625,VALID,0.0,VALID,1008.898,VALID,1008.898,VALID,2.935,VALID,260.587,INVALID,0.0,
2/5/25 1:20:06 AM,VALID,1008.916,VALID,25.472,VALID,88.848,VALID,265.585,VALID,0.0,VALID,1008.916,VALID,1008.916,VALID,2.084,VALID,256.08,INVALID,0.0,
2/5/25 1:21:06 AM,VALID,1008.923,VALID,25.466,VALID,88.2,VALID,267.815,VALID,0.0,VALID,1008.923,VALID,1008.923,VALID,2.046,VALID,276.473,INVALID,0.0,
2/5/25 1:22:06 AM,VALID,1008.921,VALID,25.472,VALID,89.032,VALID,270.613,VALID,0.0,VALID,1008.921,VALID,1008.921,VALID,2.146,VALID,287.687,INVALID,0.0,
2/5/25 1:23:06 AM,VALID,1008.912,VALID,25.465,VALID,88.447,VALID,272.485,VALID,0.0,VALID,1008.912,VALID,1008.912,VALID,2.12,VALID,291.238,INVALID,0.0,
2/5/25 1:24:06 AM,VALID,1008.899,VALID,25.496,VALID,89.261,VALID,274.059,VALID,0.0,VALID,1008.899,VALID,1008.899,VALID,2.043,VALID,280.0,INVALID,0.0,
2/5/25 1:25:06 AM,VALID,1008.892,VALID,25.533,VALID,89.339,VALID,275.134,VALID,0.0,VALID,1008.892,VALID,1008.892,VALID,1.713,VALID,268.704,INVALID,0.0,
2/5/25 1:26:06 AM,VALID,1008.89,VALID,25.53,VALID,89.027,VALID,275.86,VALID,0.0,VALID,1008.89,VALID,1008.89,VALID,1.974,VALID,263.757,INVALID,0.0,
2/5/25 1:27:06 AM,VALID,1008.905,VALID,25.479,VALID,87.755,VALID,277.054,VALID,0.0,VALID,1008.905,VALID,1008.905,VALID,1.559,VALID,266.494,INVALID,0.0,
2/5/25 1:28:06 AM,VALID,1008.915,VALID,25.44,VALID,88.253,VALID,280.256,VALID,0.0,VALID,1008.915,VALID,1008.915,VALID,1.846,VALID,288.172,INVALID,0.0,
2/5/25 1:29:06 AM,VALID,1008.92,VALID,25.441,VALID,88.957,VALID,283.721,VALID,0.0,VALID,1008.92,VALID,1008.92,VALID,2.671,VALID,297.392,INVALID,0.0,
2/5/25 1:30:06 AM,VALID,1008.908,VALID,25.393,VALID,87.829,VALID,287.026,VALID,0.0,VALID,1008.908,VALID,1008.908,VALID,2.873,VALID,296.819,INVALID,0.0,
2/5/25 1:31:06 AM,VALID,1008.888,VALID,25.351,VALID,88.362,VALID,291.464,VALID,0.0,VALID,1008.888,VALID,1008.888,VALID,2.53,VALID,301.401,INVALID,0.0,
2/5/25 1:32:06 AM,VALID,1008.877,VALID,25.327,VALID,88.247,VALID,295.422,VALID,0.0,VALID,1008.877,VALID,1008.877,VALID,2.524,VALID,300.594,INVALID,0.0,
2/5/25 1:33:06 AM,VALID,1008.857,VALID,25.321,VALID,87.56,VALID,298.143,VALID,0.0,VALID,1008.857,VALID,1008.857,VALID,2.446,VALID,295.95,INVALID,0.0,
2/5/25 1:34:06 AM,VALID,1008.862,VALID,25.332,VALID,87.376,VALID,301.292,VALID,0.0,VALID,1008.862,VALID,1008.862,VALID,2.079,VALID,302.077,INVALID,0.0,
2/5/25 1:35:06 AM,VALID,1008.866,VALID,25.377,VALID,87.971,VALID,303.492,VALID,0.0,VALID,1008.866,VALID,1008.866,VALID,3.035,VALID,299.585,INVALID,0.0,
2/5/25 1:36:06 AM,VALID,1008.888,VALID,25.426,VALID,88.448,VALID,304.266,VALID,0.0,VALID,1008.888,VALID,1008.888,VALID,3.505,VALID,299.316,INVALID,0.0,
2/5/25 1:37:06 AM,VALID,1008.901,VALID,25.441,VALID,87.806,VALID,305.043,VALID,0.0,VALID,1008.901,VALID,1008.901,VALID,3.086,VALID,304.539,INVALID,0.0,
2/5/25 1:38:06 AM,VALID,1008.87,VALID,25.46,VALID,87.949,VALID,305.834,VALID,0.0,VALID,1008.87,VALID,1008.87,VALID,3.22,VALID,311.895,INVALID,0.0,
2/5/25 1:39:06 AM,VALID,1008.836,VALID,25.493,VALID,88.145,VALID,306.321,VALID,0.0,VALID,1008.836,VALID,1008.836,VALID,3.462,VALID,317.39,INVALID,0.0,
2/5/25 1:40:06 AM,VALID,1008.816,VALID,25.496,VALID,87.633,VALID,307.011,VALID,0.0,VALID,1008.816,VALID,1008.816,VALID,2.936,VALID,313.349,INVALID,0.0,
2/5/25 1:41:06 AM,VALID,1008.825,VALID,25.477,VALID,87.642,VALID,308.584,VALID,0.0,VALID,1008.825,VALID,1008.825,VALID,3.001,VALID,305.167,INVALID,0.0,
2/5/25 1:42:06 AM,VALID,1008.841,VALID,25.51,VALID,87.68,VALID,308.991,VALID,0.0,VALID,1008.841,VALID,1008.841,VALID,2.774,VALID,303.291,INVALID,0.0,
2/5/25 1:43:06 AM,VALID,1008.852,VALID,25.578,VALID,88.027,VALID,309.237,VALID,0.0,VALID,1008.852,VALID,1008.852,VALID,2.401,VALID,308.252,INVALID,0.0,
2/5/25 1:44:06 AM,VALID,1008.847,VALID,25.653,VALID,87.827,VALID,308.793,VALID,0.0,VALID,1008.847,VALID,1008.847,VALID,2.929,VALID,314.898,INVALID,0.0,
2/5/25 1:45:06 AM,VALID,1008.839,VALID,25.658,VALID,86.766,VALID,308.118,VALID,0.0,VALID,1008.839,VALID,1008.839,VALID,3.189,VALID,317.508,INVALID,0.0,
2/5/25 1:46:06 AM,VALID,1008.851,VALID,25.707,VALID,88.172,VALID,309.162,VALID,0.0,VALID,1008.851,VALID,1008.851,VALID,3.142,VALID,317.622,INVALID,0.0,
2/5/25 1:47:06 AM,VALID,1008.845,VALID,25.751,VALID,87.096,VALID,308.02,VALID,0.0,VALID,1008.845,VALID,1008.845,VALID,3.427,VALID,321.951,INVALID,0.0,
2/5/25 1:48:06 AM,VALID,1008.859,VALID,25.764,VALID,86.831,VALID,308.045,VALID,0.0,VALID,1008.859,VALID,1008.859,VALID,3.08,VALID,315.112,INVALID,0.0,
2/5/25 1:49:06 AM,VALID,1008.865,VALID,25.754,VALID,87.047,VALID,309.041,VALID,0.0,VALID,1008.865,VALID,1008.865,VALID,2.968,VALID,312.927,INVALID,0.0,
2/5/25 1:50:06 AM,VALID,1008.899,VALID,25.85,VALID,88.424,VALID,309.964,VALID,0.0,VALID,1008.899,VALID,1008.899,VALID,2.931,VALID,305.892,INVALID,0.0,
2/5/25 1:51:06 AM,VALID,1008.922,VALID,25.957,VALID,87.172,VALID,308.455,VALID,0.0,VALID,1008.922,VALID,1008.922,VALID,2.986,VALID,297.346,INVALID,0.0,
2/5/25 1:52:06 AM,VALID,1008.951,VALID,25.962,VALID,86.208,VALID,304.932,VALID,0.0,VALID,1008.951,VALID,1008.951,VALID,3.318,VALID,292.739,INVALID,0.0,
2/5/25 1:53:06 AM,VALID,1008.979,VALID,25.968,VALID,86.895,VALID,308.061,VALID,0.0,VALID,1008.979,VALID,1008.979,VALID,3.112,VALID,295.099,INVALID,0.0,
2/5/25 1:54:06 AM,VALID,1008.996,VALID,25.944,VALID,86.127,VALID,310.432,VALID,0.0,VALID,1008.996,VALID,1008.996,VALID,3.115,VALID,297.209,INVALID,0.0,
2/5/25 1:55:06 AM,VALID,1009.004,VALID,25.947,VALID,86.241,VALID,317.225,VALID,0.0,VALID,1009.004,VALID,1009.004,VALID,3.343,VALID,301.787,INVALID,0.0,
2/5/25 1:56:06 AM,VALID,1009.033,VALID,25.997,VALID,87.392,VALID,319.915,VALID,0.0,VALID,1009.033,VALID,1009.033,VALID,2.95,VALID,300.596,INVALID,0.0,
2/5/25 1:57:06 AM,VALID,1009.069,VALID,26.067,VALID,86.145,VALID,319.376,VALID,0.0,VALID,1009.069,VALID,1009.069,VALID,3.182,VALID,299.355,INVALID,0.0,
2/5/25 1:58:06 AM,VALID,1009.097,VALID,26.094,VALID,86.057,VALID,320.713,VALID,0.0,VALID,1009.097,VALID,1009.097,VALID,3.422,VALID,321.387,INVALID,0.0,
2/5/25 1:59:06 AM,VALID,1009.128,VALID,26.147,VALID,87.292,VALID,323.363,VALID,0.0,VALID,1009.128,VALID,1009.128,VALID,2.731,VALID,307.825,INVALID,0.0,
2/5/25 2:00:06 AM,VALID,1009.144,VALID,26.201,VALID,86.46,VALID,324.537,VALID,0.0,VALID,1009.144,VALID,1009.144,VALID,2.733,VALID,299.456,INVALID,0.0,
2/5/25 2:01:06 AM,VALID,1009.145,VALID,26.193,VALID,86.158,VALID,325.672,VALID,0.0,VALID,1009.145,VALID,1009.145,VALID,3.945,VALID,301.284,INVALID,0.0,
2/5/25 2:02:06 AM,VALID,1009.147,VALID,26.084,VALID,84.766,VALID,326.619,VALID,0.0,VALID,1009.147,VALID,1009.147,VALID,3.853,VALID,300.635,INVALID,0.0,
2/5/25 2:03:06 AM,VALID,1009.152,VALID,26.018,VALID,86.23,VALID,330.827,VALID,0.0,VALID,1009.152,VALID,1009.152,VALID,3.424,VALID,301.66,INVALID,0.0,
2/5/25 2:04:06 AM,VALID,1009.139,VALID,26.053,VALID,86.451,VALID,333.633,VALID,0.0,VALID,1009.139,VALID,1009.139,VALID,3.652,VALID,317.84,INVALID,0.0,
2/5/25 2:05:06 AM,VALID,1009.132,VALID,26.051,VALID,85.76,VALID,335.913,VALID,0.0,VALID,1009.132,VALID,1009.132,VALID,3.825,VALID,320.989,INVALID,0.0,
2/5/25 2:06:06 AM,VALID,1009.139,VALID,26.081,VALID,86.344,VALID,338.111,VALID,0.0,VALID,1009.139,VALID,1009.139,VALID,4.005,VALID,320.87,INVALID,0.0,
2/5/25 2:07:06 AM,VALID,1009.15,VALID,26.046,VALID,85.044,VALID,340.037,VALID,0.0,VALID,1009.15,VALID,1009.15,VALID,3.979,VALID,315.578,INVALID,0.0,
2/5/25 2:08:06 AM,VALID,1009.153,VALID,26.076,VALID,86.095,VALID,342.801,VALID,0.0,VALID,1009.153,VALID,1009.153,VALID,4.133,VALID,313.57,INVALID,0.0,
2/5/25 2:09:06 AM,VALID,1009.195,VALID,26.056,VALID,86.203,VALID,345.573,VALID,0.0,VALID,1009.195,VALID,1009.195,VALID,3.129,VALID,318.348,INVALID,0.0,
2/5/25 2:10:06 AM,VALID,1009.191,VALID,26.111,VALID,87.036,VALID,348.069,VALID,0.0,VALID,1009.191,VALID,1009.191,VALID,3.79,VALID,319.759,INVALID,0.0,
2/5/25 2:11:06 AM,VALID,1009.218,VALID,26.125,VALID,85.705,VALID,349.175,VALID,0.0,VALID,1009.218,VALID,1009.218,VALID,3.863,VALID,313.969,INVALID,0.0,
2/5/25 2:12:06 AM,VALID,1009.23,VALID,26.101,VALID,86.587,VALID,352.23,VALID,0.0,VALID,1009.23,VALID,1009.23,VALID,4.193,VALID,317.618,INVALID,0.0,
2/5/25 2:13:06 AM,VALID,1009.254,VALID,26.056,VALID,85.338,VALID,353.735,VALID,0.0,VALID,1009.254,VALID,1009.254,VALID,3.061,VALID,313.777,INVALID,0.0,
2/5/25 2:14:06 AM,VALID,1009.282,VALID,26.072,VALID,86.903,VALID,358.261,VALID,0.0,VALID,1009.282,VALID,1009.282,VALID,3.423,VALID,312.172,INVALID,0.0,
2/5/25 2:15:06 AM,VALID,1009.307,VALID,26.135,VALID,86.809,VALID,360.045,VALID,0.0,VALID,1009.307,VALID,1009.307,VALID,3.903,VALID,316.813,INVALID,0.0,
2/5/25 2:16:06 AM,VALID,1009.328,VALID,26.131,VALID,85.846,VALID,360.774,VALID,0.0,VALID,1009.328,VALID,1009.328,VALID,3.199,VALID,315.272,INVALID,0.0,
