,,PressureMeas_1m,,TAStat155_1m_1,,RHStat155_1m_1,,SRMeasQMS101R_1m,,PRMeasQMR101_1,,QFE_1m,,QNH_1m,,WS_1m,,WD_1m,,TGMeasQMT103_1m,
time,status,Avg,status,Avg,status,Avg,status,Avg,status,PR,status,QF,status,QNH,status,Avg,status,Avg,status,Avg,
2/6/25 2:35:06 AM,VALID,1009.51,VALID,26.869,VALID,83.866,VALID,358.799,VALID,0.0,VALID,1009.51,VALID,1009.51,VALID,1.597,VALID,73.974,VALID,27.359,
2/6/25 2:36:06 AM,VALID,1009.499,VALID,26.875,VALID,83.582,VALID,684.826,VALID,0.0,VALID,1009.499,VALID,1009.499,VALID,1.88,VALID,94.088,VALID,27.449,
2/6/25 2:37:06 AM,VALID,1009.474,VALID,26.899,VALID,83.621,VALID,727.962,VALID,0.0,VALID,1009.474,VALID,1009.474,VALID,1.799,VALID,102.425,VALID,27.683,
2/6/25 2:38:06 AM,VALID,1009.469,VALID,26.934,VALID,82.96,VALID,453.077,VALID,0.0,VALID,1009.469,VALID,1009.469,VALID,1.412,VALID,117.221,VALID,27.644,
2/6/25 2:39:06 AM,VALID,1009.46,VALID,26.948,VALID,82.261,VALID,714.67,VALID,0.0,VALID,1009.46,VALID,1009.46,VALID,1.134,VALID,108.346,VALID,27.651,
2/6/25 2:40:06 AM,VALID,1009.444,VALID,27.003,VALID,83.621,VALID,929.278,VALID,0.0,VALID,1009.444,VALID,1009.444,VALID,1.285,VALID,87.603,VALID,27.93,
2/6/25 2:41:06 AM,VALID,1009.429,VALID,27.127,VALID,82.736,VALID,986.26,VALID,0.0,VALID,1009.429,VALID,1009.429,VALID,2.044,VALID,105.948,VALID,27.979,
2/6/25 2:42:06 AM,VALID,1009.402,VALID,27.262,VALID,82.251,VALID,559.314,VALID,0.0,VALID,1009.402,VALID,1009.402,VALID,2.387,VALID,95.81,VALID,27.968,
2/6/25 2:43:06 AM,VALID,1009.429,VALID,27.281,VALID,81.154,VALID,481.714,VALID,0.0,VALID,1009.429,VALID,1009.429,VALID,2.075,VALID,120.05,VALID,27.932,
2/6/25 2:44:06 AM,VALID,1009.42,VALID,27.294,VALID,81.208,VALID,535.326,VALID,0.0,VALID,1009.42,VALID,1009.42,VALID,2.516,VALID,98.565,VALID,28.006,
